,Entry Index,Avg Entry Price,PnL,Direction,Status,tick_volume,atr
336,2023-04-21 00:05:00,1.09665,0,Short,Closed,12,0.0002385865875786214
337,2023-04-21 02:20:00,1.09665,1,Long,Closed,18,0.00015666456332444952
338,2023-04-21 04:05:00,1.09721,1,Short,Closed,83,0.00021255328407074464
339,2023-04-21 04:55:00,1.09672,0,Long,Closed,137,0.00022596406595178442
340,2023-04-21 09:20:00,1.0963,1,Short,Closed,118,0.00020383127279857512
341,2023-04-21 10:10:00,1.09447,1,Long,Closed,290,0.0003624251560452538
342,2023-04-24 01:10:00,1.09896,1,Long,Closed,73,0.00018318028619022982
343,2023-04-24 02:25:00,1.09933,1,Short,Closed,59,0.0001579964124518515
344,2023-04-24 03:20:00,1.09894,1,Long,Closed,123,0.000186904756129472
345,2023-04-24 04:10:00,1.09896,1,Short,Closed,123,0.0002533366924823254
346,2023-04-24 05:10:00,1.09899,0,Long,Closed,68,0.00025380437176993135
347,2023-04-24 09:25:00,1.09845,1,Short,Closed,210,0.00028226802303053713
348,2023-04-24 10:10:00,1.09743,1,Long,Closed,411,0.00033929131878130146
349,2023-04-24 10:50:00,1.09793,0,Short,Closed,313,0.00039421818102200094
350,2023-04-25 01:35:00,1.10488,0,Short,Closed,22,0.00018479386266208206
351,2023-04-25 05:15:00,1.10555,1,Long,Closed,153,0.00028963307929587826
352,2023-04-25 07:35:00,1.10568,1,Short,Closed,123,0.0001904650549839404
353,2023-04-25 08:20:00,1.10538,0,Long,Closed,169,0.00020587212960719838
354,2023-04-26 00:25:00,1.0971899999999999,1,Long,Closed,34,0.0002599892513514272
355,2023-04-26 01:25:00,1.09758,1,Short,Closed,94,0.0002741437173621174
356,2023-04-26 02:15:00,1.09785,1,Long,Closed,123,0.00026777490952079004
357,2023-04-26 08:15:00,1.09815,0,Short,Closed,116,0.00019460392563222726
358,2023-04-27 00:05:00,1.10357,0,Short,Closed,25,0.0002309803253166917
359,2023-04-27 01:25:00,1.10385,1,Long,Closed,91,0.0002395539675919688
360,2023-04-27 02:25:00,1.10434,0,Short,Closed,89,0.0001842606756585972
361,2023-04-27 07:10:00,1.10481,1,Long,Closed,95,0.00019941615977677086
362,2023-04-27 07:35:00,1.10524,1,Short,Closed,128,0.00020025497971827
363,2023-04-27 09:45:00,1.10555,1,Long,Closed,311,0.000353104477106911
364,2023-05-01 01:50:00,1.10119,1,Long,Closed,181,0.0002503534770646064
365,2023-05-01 03:15:00,1.10108,1,Short,Closed,231,0.00023081147386611433
366,2023-05-01 04:20:00,1.10041,1,Long,Closed,196,0.00024251803097519257
367,2023-05-01 05:50:00,1.10064,1,Short,Closed,123,0.00022809892458357234
368,2023-05-01 08:05:00,1.1005,0,Long,Closed,125,0.0002232866193534136
369,2023-05-08 01:15:00,1.10204,1,Short,Closed,97,0.00016735672448071648
370,2023-05-08 01:55:00,1.10158,1,Long,Closed,69,0.00015860100398717723
371,2023-05-08 02:45:00,1.10202,0,Short,Closed,45,0.00017656214140283829
372,2023-05-08 09:05:00,1.10398,1,Long,Closed,166,0.00018620628061326048
373,2023-05-08 09:25:00,1.10438,1,Short,Closed,163,0.0002192900765460961
374,2023-05-09 00:25:00,1.10028,0,Long,Closed,29,0.00019270033900724385
375,2023-05-09 04:25:00,1.09913,1,Short,Closed,116,0.00024079672332962335
376,2023-05-09 05:20:00,1.09889,1,Long,Closed,101,0.00024058400263441622
377,2023-05-09 07:15:00,1.09929,1,Short,Closed,96,0.00017858051892400534
378,2023-05-09 08:25:00,1.09922,1,Long,Closed,102,0.00021241227428815614
379,2023-05-09 09:35:00,1.09994,1,Short,Closed,210,0.0002729135331582454
380,2023-05-09 10:00:00,1.09945,0,Long,Closed,333,0.0003633124302130773
381,2023-05-11 00:20:00,1.09794,1,Long,Closed,6,0.0001671499778765056
382,2023-05-11 01:20:00,1.09832,0,Short,Closed,24,0.00014778559798638946
383,2023-05-11 03:00:00,1.09826,1,Long,Closed,191,0.00012262953818256212
384,2023-05-11 03:35:00,1.09855,1,Short,Closed,140,0.0001532837232253576
385,2023-05-11 05:30:00,1.09762,1,Long,Closed,180,0.0002933895737785184
386,2023-05-11 09:00:00,1.09784,1,Short,Closed,187,0.0001977920244406969
387,2023-05-11 09:50:00,1.09505,0,Long,Closed,393,0.0004301332684068879
388,2023-05-15 00:10:00,1.08535,1,Short,Closed,13,0.0002277639824732329
389,2023-05-15 01:20:00,1.08508,1,Long,Closed,64,0.00021157569872738246
390,2023-05-15 03:20:00,1.08501,0,Short,Closed,68,0.00018792402721167517
391,2023-05-15 07:25:00,1.08611,1,Long,Closed,47,0.0001683507220648485
392,2023-05-15 08:40:00,1.0866,1,Short,Closed,102,0.0001745421700511639
393,2023-05-15 09:50:00,1.08642,1,Long,Closed,212,0.0002548890657436016
394,2023-05-15 10:55:00,1.08739,1,Short,Closed,180,0.0003311797294645917
395,2023-05-18 00:00:00,1.08378,1,Long,Closed,8,0.00014598177134284143
396,2023-05-18 00:30:00,1.08393,1,Short,Closed,46,0.00012325976232182203
397,2023-05-18 02:15:00,1.08379,1,Long,Closed,46,0.00011833330489024035
398,2023-05-18 04:05:00,1.08393,0,Short,Closed,118,0.00017145477994631744
399,2023-05-18 07:00:00,1.08398,0,Long,Closed,117,0.000184469764149618
400,2023-05-19 00:20:00,1.07683,1,Long,Closed,13,0.0001606122306847596
401,2023-05-19 02:05:00,1.0775,1,Short,Closed,75,0.00012276679651224042
402,2023-05-19 04:50:00,1.0766,1,Long,Closed,200,0.0002814368007912629
403,2023-05-19 06:10:00,1.07682,1,Short,Closed,192,0.0002674576566988124
404,2023-05-19 07:55:00,1.07621,1,Long,Closed,107,0.00018947770119531247
405,2023-05-19 09:05:00,1.077,0,Short,Closed,300,0.0002218274635480387
406,2023-05-22 01:50:00,1.08185,0,Short,Closed,20,0.00016397779274912805
407,2023-05-22 08:25:00,1.08165,1,Long,Closed,113,0.00020523801905784631
408,2023-05-22 09:45:00,1.08189,1,Short,Closed,256,0.00035294588111306333
409,2023-05-22 10:30:00,1.08058,1,Long,Closed,284,0.0004513414852662785
410,2023-05-23 00:10:00,1.08129,1,Long,Closed,10,0.00021309483399942474
411,2023-05-23 03:20:00,1.08178,1,Short,Closed,167,0.0002115854014480034
412,2023-05-23 04:40:00,1.08086,0,Long,Closed,204,0.00023569867514754936
413,2023-05-23 06:00:00,1.08103,1,Short,Closed,139,0.00022420495118323765
414,2023-05-23 08:55:00,1.08056,0,Long,Closed,135,0.00022993394609110342
415,2023-05-24 00:10:00,1.0769,1,Long,Closed,396,0.00019536408927253916
416,2023-05-24 02:00:00,1.07722,1,Short,Closed,118,0.00010520081745439901
417,2023-05-24 03:10:00,1.07693,1,Long,Closed,108,0.000124140409801573
418,2023-05-24 03:40:00,1.07722,1,Short,Closed,101,0.00016005030287309885
419,2023-05-24 04:30:00,1.07703,1,Long,Closed,205,0.0002093580133666513
420,2023-05-24 05:40:00,1.07737,0,Short,Closed,204,0.00024325090847575887
421,2023-05-24 10:10:00,1.07799,1,Long,Closed,394,0.0003795050804891196
422,2023-05-25 01:35:00,1.0747,1,Long,Closed,368,0.0002047231760185893
423,2023-05-25 02:05:00,1.07553,1,Short,Closed,82,0.00024218784510961062
424,2023-05-25 03:15:00,1.07521,0,Long,Closed,120,0.00022086560653996796
425,2023-05-25 09:20:00,1.07327,1,Long,Closed,211,0.0002993321047460126
426,2023-05-25 10:00:00,1.07322,1,Short,Closed,523,0.00038260436968095
427,2023-05-25 10:30:00,1.07243,1,Long,Closed,380,0.0004508440526767324
428,2023-05-26 00:50:00,1.0726,1,Long,Closed,26,0.00017760133288480595
429,2023-05-26 04:30:00,1.07275,0,Short,Closed,257,0.00025624897177306164
430,2023-05-26 08:25:00,1.07413,0,Long,Closed,211,0.0001865108083043746
431,2023-05-29 00:15:00,1.07227,1,Long,Closed,24,0.00022776614839959205
432,2023-05-29 01:25:00,1.07253,1,Short,Closed,87,0.0002117472177148995
433,2023-05-29 01:55:00,1.07192,1,Long,Closed,47,0.00019493281208714927
434,2023-05-29 04:25:00,1.07275,0,Short,Closed,83,0.00022814539790680271
435,2023-05-29 10:20:00,1.0731999999999997,0,Long,Closed,143,0.00026815685193618265
436,2023-06-05 00:15:00,1.0708199999999999,1,Short,Closed,7,0.0001490922592648463
437,2023-06-05 01:15:00,1.07064,0,Long,Closed,114,0.00014340493820670777
438,2023-06-05 05:00:00,1.07015,1,Short,Closed,241,0.0002807952709908621
439,2023-06-05 07:35:00,1.06997,1,Long,Closed,78,0.00018775026875022673
440,2023-06-05 09:05:00,1.06976,1,Short,Closed,286,0.00025636604570251665
441,2023-06-05 09:35:00,1.06934,1,Long,Closed,166,0.0002863139543647074
442,2023-06-06 00:35:00,1.0711,1,Short,Closed,24,0.00016337090046685936
443,2023-06-06 02:40:00,1.071,1,Long,Closed,46,0.0001617655372321791
444,2023-06-06 03:35:00,1.07158,0,Short,Closed,94,0.00016320349570077508
445,2023-06-06 06:50:00,1.07164,1,Long,Closed,58,0.00017207403934297542
446,2023-06-06 07:55:00,1.07224,1,Short,Closed,127,0.00021823742545404014
447,2023-06-06 10:15:00,1.0725,0,Long,Closed,329,0.00040821638663619705
448,2023-06-07 01:20:00,1.06949,0,Short,Closed,8,8.55388959537129e-05
449,2023-06-07 05:00:00,1.06964,0,Long,Closed,97,0.00023842576163953536
450,2023-06-07 07:25:00,1.06956,1,Short,Closed,23,0.00016585316818872582
451,2023-06-07 08:00:00,1.06905,1,Long,Closed,166,0.00016691055420749057
452,2023-06-08 00:15:00,1.06973,1,Long,Closed,36,0.00019975292108086507
453,2023-06-08 01:35:00,1.07006,0,Short,Closed,189,0.00012681360605291733
454,2023-06-08 09:10:00,1.0711999999999997,1,Long,Closed,214,0.0002053453040362277
455,2023-06-08 10:00:00,1.07111,1,Short,Closed,471,0.0002966562189235444
456,2023-06-08 10:40:00,1.07056,1,Long,Closed,248,0.0003636897538231979
457,2023-06-09 00:50:00,1.07813,1,Short,Closed,19,0.0001548254248106935
458,2023-06-09 05:25:00,1.0777700000000001,1,Long,Closed,133,0.0002039848705602431
459,2023-06-09 09:00:00,1.07779,1,Short,Closed,319,0.00018880461055848522
460,2023-06-09 10:35:00,1.07738,0,Long,Closed,305,0.0003577294166057951
461,2023-06-12 02:55:00,1.07495,1,Short,Closed,80,0.00014422217691568507
462,2023-06-12 04:20:00,1.07449,0,Long,Closed,125,0.00016996877282143485
463,2023-06-12 06:45:00,1.07395,0,Short,Closed,94,0.00017135992419070484
464,2023-06-19 00:15:00,1.09359,1,Long,Closed,6,0.00031053134574193434
465,2023-06-19 03:15:00,1.09422,1,Short,Closed,91,0.000216754909691548
466,2023-06-19 06:25:00,1.09343,1,Long,Closed,65,0.00018858357952346134
467,2023-06-19 08:55:00,1.09377,1,Short,Closed,223,0.0001958974881173714
468,2023-06-19 09:40:00,1.09304,1,Long,Closed,156,0.00030145506986053793
469,2023-06-19 10:50:00,1.09279,1,Short,Closed,238,0.0004134222857714056
470,2023-06-20 00:05:00,1.09193,0,Short,Closed,29,0.0001097577872025705
471,2023-06-20 02:25:00,1.09217,0,Long,Closed,102,0.0001193449723378472
472,2023-06-20 06:15:00,1.09221,1,Short,Closed,66,0.0002531065912407992
473,2023-06-20 07:15:00,1.09173,1,Long,Closed,62,0.00021132937565686841
474,2023-06-20 08:50:00,1.09228,1,Short,Closed,198,0.0002583342685274281
475,2023-06-20 10:15:00,1.09279,1,Long,Closed,391,0.0004589262808774564
476,2023-06-20 10:50:00,1.0943100000000001,1,Short,Closed,315,0.0005183214140892634
477,2023-06-21 00:50:00,1.09193,1,Short,Closed,20,0.00020112638813160572
478,2023-06-21 03:30:00,1.09163,1,Long,Closed,124,0.00017329360296321642
479,2023-06-21 05:35:00,1.09166,1,Short,Closed,172,0.00023728798427367247
480,2023-06-21 08:20:00,1.09149,1,Long,Closed,127,0.00016277040654972806
481,2023-06-22 00:30:00,1.09842,1,Long,Closed,20,0.0001660745571203822
482,2023-06-22 01:45:00,1.09891,0,Short,Closed,32,0.0001462832307392169
483,2023-06-22 03:35:00,1.09891,1,Long,Closed,81,0.00015328665213062238
484,2023-06-22 04:30:00,1.09928,1,Short,Closed,118,0.00017998931376271584
485,2023-06-22 05:30:00,1.09916,0,Long,Closed,80,0.00018158605463095397
486,2023-06-22 10:40:00,1.09903,0,Short,Closed,437,0.0003863456406928271
487,2023-06-23 00:30:00,1.09562,1,Short,Closed,155,0.00016975285814840754
488,2023-06-23 05:00:00,1.0946599999999997,0,Long,Closed,221,0.0002249328095719773
489,2023-06-26 00:00:00,1.08999,0,Short,Closed,40,0.00015725609726154893
490,2023-06-26 03:25:00,1.09062,1,Long,Closed,123,0.0002448102455882178
491,2023-06-26 03:50:00,1.09056,1,Short,Closed,213,0.00025717768361989407
492,2023-06-26 07:55:00,1.09015,1,Long,Closed,85,0.0002014494390225855
493,2023-06-26 08:35:00,1.09097,1,Short,Closed,90,0.0002024236469056538
494,2023-06-26 09:50:00,1.09051,0,Long,Closed,177,0.00029307099840551347
495,2023-06-27 01:35:00,1.09104,1,Short,Closed,23,0.00013784994051004333
496,2023-06-27 03:20:00,1.09083,1,Long,Closed,131,0.00013530917077952568
497,2023-06-27 05:00:00,1.09242,1,Short,Closed,172,0.0003739345364533264
498,2023-06-27 08:10:00,1.09256,1,Long,Closed,99,0.00021638958604541268
499,2023-06-27 09:55:00,1.0928,0,Short,Closed,272,0.0003164399305768013
500,2023-07-03 01:10:00,1.09103,1,Long,Closed,92,0.00013997071818502054
501,2023-07-03 01:30:00,1.09109,1,Short,Closed,48,0.0001466436818534565
502,2023-07-03 02:45:00,1.09083,1,Long,Closed,182,0.00011865582262459691
503,2023-07-03 04:50:00,1.09105,0,Short,Closed,219,0.00028867939797405293
504,2023-07-03 09:55:00,1.0893,0,Long,Closed,227,0.00033578833340688734
505,2023-07-04 00:05:00,1.09085,0,Short,Closed,5,0.0001235345861847112
506,2023-07-04 00:15:00,1.09097,1,Long,Closed,24,0.00013115992380211835
507,2023-07-04 01:00:00,1.09103,0,Short,Closed,82,0.00015188942903040476
508,2023-07-04 03:15:00,1.09117,1,Long,Closed,65,0.00013916777289227518
509,2023-07-04 04:35:00,1.09102,1,Short,Closed,98,0.00019916333189404068
510,2023-07-04 05:55:00,1.09052,0,Long,Closed,51,0.0001650519490850928
511,2023-07-04 09:30:00,1.09078,1,Short,Closed,112,0.0002506088272499812
512,2023-07-04 10:55:00,1.0903100000000001,0,Long,Closed,227,0.00034997544439357715
513,2023-07-05 00:00:00,1.08777,1,Long,Closed,6,0.0001976442775896221
514,2023-07-05 02:05:00,1.08799,0,Short,Closed,71,0.00012947153535879485
515,2023-07-05 04:25:00,1.08845,0,Long,Closed,94,0.00018026081410764597
516,2023-07-05 06:30:00,1.08766,1,Short,Closed,77,0.00015305410515573965
517,2023-07-05 08:30:00,1.08737,1,Long,Closed,118,0.00018008137338656094
518,2023-07-05 09:00:00,1.08814,0,Short,Closed,230,0.00021698792778132516
519,2023-07-10 00:15:00,1.09644,1,Long,Closed,10,0.00023373143670655242
520,2023-07-10 01:35:00,1.0966900000000002,1,Short,Closed,161,0.0002005021401934629
521,2023-07-10 02:45:00,1.09651,1,Long,Closed,115,0.00015846643578049904
522,2023-07-10 03:05:00,1.09637,1,Short,Closed,188,0.00019634813286982088
523,2023-07-10 03:40:00,1.09584,1,Long,Closed,132,0.00022320210760950083
524,2023-07-10 04:15:00,1.09664,1,Short,Closed,259,0.0002667589272411579
525,2023-07-10 06:45:00,1.09558,1,Long,Closed,105,0.0002459213066494495
526,2023-07-10 10:20:00,1.09529,0,Short,Closed,343,0.00045485487159084456
527,2023-07-14 00:15:00,1.12208,1,Long,Closed,65,0.00026707189543355816
528,2023-07-14 01:30:00,1.12262,1,Short,Closed,67,0.0002487687862679818
529,2023-07-14 03:20:00,1.12176,1,Long,Closed,193,0.000242693233769375
530,2023-07-14 04:55:00,1.12316,0,Short,Closed,186,0.00031260114797638003
531,2023-07-14 07:40:00,1.12346,0,Long,Closed,118,0.00022668017291257872
532,2023-07-18 00:10:00,1.12381,1,Long,Closed,15,0.0002209680051622836
533,2023-07-18 04:00:00,1.12421,0,Short,Closed,220,0.00019934205005327156
534,2023-07-18 08:05:00,1.12527,1,Long,Closed,105,0.00018956632502526677
535,2023-07-18 08:35:00,1.12586,1,Short,Closed,88,0.00021553974026142366
536,2023-07-18 09:30:00,1.12478,1,Long,Closed,215,0.00037440299625076046
537,2023-07-18 10:25:00,1.12708,1,Short,Closed,303,0.00047973967809350216
538,2023-07-20 00:15:00,1.11999,1,Long,Closed,27,0.0001814017188492417
539,2023-07-20 02:10:00,1.1203,0,Short,Closed,52,0.00016082311853765844
540,2023-07-20 07:35:00,1.12216,0,Long,Closed,105,0.000241147562240654
541,2023-07-20 10:15:00,1.12173,1,Short,Closed,382,0.0003747586727715948
542,2023-07-20 10:50:00,1.12008,1,Long,Closed,366,0.0005194791847475757
543,2023-07-21 01:25:00,1.11351,1,Short,Closed,43,0.00018252171207192616
544,2023-07-21 03:15:00,1.1134,1,Long,Closed,121,0.00020042029118854128
545,2023-07-21 04:50:00,1.11392,1,Short,Closed,187,0.0002716716259903487
546,2023-07-21 08:50:00,1.11379,1,Long,Closed,146,0.00019727383287678767
547,2023-07-21 09:10:00,1.11385,1,Short,Closed,282,0.000252629059266814
548,2023-07-21 10:45:00,1.11291,0,Long,Closed,386,0.00043056417806840164
549,2023-07-24 00:10:00,1.11241,1,Long,Closed,22,0.00018386661691720507
550,2023-07-24 03:50:00,1.11299,1,Short,Closed,221,0.00018799045911076603
551,2023-07-24 04:50:00,1.1125,1,Long,Closed,246,0.00025710531029633966
552,2023-07-24 05:40:00,1.11288,1,Short,Closed,156,0.00024021048769316366
553,2023-07-24 07:55:00,1.11186,1,Long,Closed,86,0.00017768602463127188
554,2023-07-24 08:25:00,1.11227,0,Short,Closed,125,0.0001958013698140798
555,2023-07-25 00:55:00,1.1064,1,Short,Closed,77,0.0001436788896404962
556,2023-07-25 01:10:00,1.10649,0,Long,Closed,58,0.00018481870282077017
557,2023-07-25 03:15:00,1.10652,0,Short,Closed,120,0.0001633312717058464
558,2023-07-25 08:15:00,1.1072899999999999,1,Long,Closed,108,0.0001882887705987696
559,2023-07-25 09:00:00,1.10761,1,Short,Closed,359,0.0002469344880119293
560,2023-07-25 10:15:00,1.10826,0,Long,Closed,321,0.0003991089429577755
561,2023-08-07 00:05:00,1.10101,1,Short,Closed,4,0.00028334052961300735
562,2023-08-07 02:05:00,1.10026,1,Long,Closed,38,0.000231173503599305
563,2023-08-07 03:35:00,1.10089,1,Short,Closed,34,0.00022157564891524213
564,2023-08-07 04:45:00,1.0997,0,Long,Closed,101,0.00025559286110634103
565,2023-08-07 10:55:00,1.09891,1,Short,Closed,154,0.00037007727937859357
566,2023-08-09 00:10:00,1.09547,1,Long,Closed,16,0.0001800601641458555
567,2023-08-09 03:50:00,1.09605,1,Short,Closed,72,0.00016750657131551195
568,2023-08-09 04:10:00,1.09608,1,Long,Closed,139,0.00019913408952889114
569,2023-08-09 04:30:00,1.0966,1,Short,Closed,167,0.0002279745088253552
570,2023-08-09 07:40:00,1.09665,1,Long,Closed,61,0.0001763053668094385
571,2023-08-09 08:20:00,1.09779,1,Short,Closed,69,0.00023550367349630606
572,2023-08-09 09:30:00,1.09714,1,Long,Closed,173,0.0002470345093377896
573,2023-08-14 01:20:00,1.09459,0,Long,Closed,31,0.00020057478243831842
574,2023-08-14 09:00:00,1.09372,1,Short,Closed,373,0.0002273319562170688
575,2023-08-14 09:15:00,1.09292,1,Long,Closed,103,0.00029438349409945753
576,2023-08-14 10:35:00,1.09465,0,Short,Closed,191,0.00039297666979773644
577,2023-08-15 02:20:00,1.0905,1,Long,Closed,12,0.0001280668649849254
578,2023-08-15 03:15:00,1.0907,1,Short,Closed,90,0.0001460935484532449
579,2023-08-15 04:00:00,1.09074,1,Long,Closed,122,0.00018602906733787135
580,2023-08-15 04:35:00,1.09022,0,Short,Closed,244,0.00029456872360815385
581,2023-08-15 08:20:00,1.09112,1,Long,Closed,86,0.00019246192169160745
582,2023-08-15 09:15:00,1.09155,0,Short,Closed,233,0.00028732746166530704
583,2023-08-16 00:10:00,1.09052,1,Long,Closed,54,0.00020456162930933706
584,2023-08-16 04:45:00,1.09091,0,Short,Closed,116,0.000250614665776264
585,2023-08-17 00:05:00,1.08763,0,Short,Closed,8,0.00024902171968447785
586,2023-08-17 02:15:00,1.08779,0,Long,Closed,21,0.00015700080485454374
587,2023-08-17 08:10:00,1.0866500000000001,1,Short,Closed,91,0.00015782694416893945
588,2023-08-17 08:50:00,1.08646,1,Long,Closed,70,0.0001839016588290519
589,2023-08-17 09:10:00,1.08737,1,Short,Closed,157,0.0002480660474233887
590,2023-08-18 00:10:00,1.0866,1,Long,Closed,52,0.0002943114931509889
591,2023-08-18 02:55:00,1.08749,0,Short,Closed,37,0.0001524342249417496
592,2023-08-18 06:30:00,1.08863,0,Long,Closed,119,0.0002549894160249633
593,2023-08-18 09:10:00,1.08806,1,Short,Closed,177,0.0002747867314074714
594,2023-08-18 10:15:00,1.0873,1,Long,Closed,214,0.00040007242031853623
595,2023-08-21 00:15:00,1.0869000000000002,1,Long,Closed,134,0.00028262533212322584
596,2023-08-21 01:40:00,1.08776,1,Short,Closed,32,0.00019353322147064428
597,2023-08-21 02:20:00,1.08722,1,Long,Closed,19,0.00016285140177763866
598,2023-08-21 03:40:00,1.08826,1,Short,Closed,60,0.00018893913816845856
599,2023-08-21 04:20:00,1.0873599999999999,1,Long,Closed,175,0.00025756125166934016
600,2023-08-21 05:40:00,1.08823,1,Short,Closed,143,0.0002564395658556033
601,2023-08-21 07:15:00,1.08807,1,Long,Closed,53,0.0001772766376017387
602,2023-08-21 08:20:00,1.08832,1,Short,Closed,58,0.00018671973178512302
603,2023-08-21 09:25:00,1.08794,1,Long,Closed,133,0.0002696991714178161
604,2023-08-21 10:30:00,1.0887,0,Short,Closed,259,0.00039124526038684487
605,2023-08-22 00:10:00,1.08908,1,Long,Closed,33,0.00014918103129866193
606,2023-08-22 01:15:00,1.08973,1,Short,Closed,24,0.0001645822025543871
607,2023-08-22 03:30:00,1.08951,1,Long,Closed,59,0.00014594152726994504
608,2023-08-22 04:15:00,1.08991,0,Short,Closed,89,0.00019523517219523706
609,2023-08-22 07:50:00,1.09106,1,Long,Closed,35,0.00017355198874468504
610,2023-08-22 09:40:00,1.0917,0,Short,Closed,147,0.00027407937910870064
611,2023-08-23 00:20:00,1.08451,1,Long,Closed,17,0.0001546611055536986
612,2023-08-23 01:55:00,1.08469,0,Short,Closed,13,0.00010367508394411296
613,2023-08-23 04:15:00,1.085,1,Long,Closed,140,0.0001797532088132965
614,2023-08-23 04:30:00,1.08535,0,Short,Closed,146,0.00020221858591939153
615,2023-08-23 09:35:00,1.0853,1,Long,Closed,119,0.00026323536405613133
616,2023-08-23 10:55:00,1.082,0,Long,Closed,251,0.0007560604780688004
617,2023-08-24 03:35:00,1.08721,1,Short,Closed,52,0.00023352415309179598
618,2023-08-24 04:45:00,1.08606,1,Long,Closed,92,0.00027930304420484633
619,2023-08-24 06:40:00,1.08661,1,Short,Closed,45,0.0002508509442648064
620,2023-08-24 09:55:00,1.08592,1,Long,Closed,195,0.0003188785619147182
621,2023-08-25 00:05:00,1.08092,0,Short,Closed,5,0.00018598292190760482
622,2023-08-25 02:30:00,1.08013,0,Long,Closed,42,0.00022200916527357465
623,2023-08-25 09:10:00,1.0785,1,Short,Closed,200,0.00025128634341171517
624,2023-08-25 10:10:00,1.07894,1,Long,Closed,219,0.0003536580062801162
625,2023-08-28 01:20:00,1.0796000000000001,0,Short,Closed,25,0.00018493044879827904
626,2023-08-28 08:05:00,1.08055,1,Long,Closed,79,0.00014308000789575292
627,2023-08-28 08:45:00,1.08127,1,Short,Closed,45,0.0001749961010968943
628,2023-08-29 00:05:00,1.08147,0,Short,Closed,26,0.00017060412058950665
629,2023-08-29 04:05:00,1.08267,1,Long,Closed,165,0.000217285063582092
630,2023-08-29 04:45:00,1.08344,1,Short,Closed,134,0.0002308278201978626
631,2023-08-29 07:35:00,1.0830899999999999,0,Long,Closed,41,0.0001475337660603382
632,2023-08-29 10:55:00,1.08182,1,Short,Closed,247,0.00039326339781797407
633,2023-08-30 00:20:00,1.08774,1,Long,Closed,47,0.00026773036537996103
634,2023-08-30 01:20:00,1.08818,1,Short,Closed,24,0.0002162994684946829
635,2023-08-30 03:20:00,1.08695,0,Long,Closed,116,0.0002030253323753699
636,2023-08-30 07:05:00,1.08685,1,Short,Closed,49,0.000146926245667119
637,2023-08-30 08:20:00,1.08601,1,Long,Closed,139,0.00015364101252587247
638,2023-08-30 09:20:00,1.08749,1,Short,Closed,132,0.0003427011405691232
639,2023-08-30 10:35:00,1.08645,1,Long,Closed,142,0.0004028123195769009
640,2023-08-31 00:20:00,1.09206,1,Long,Closed,23,0.0001540617334302049
641,2023-08-31 00:50:00,1.09242,0,Short,Closed,313,0.00015444292735656613
642,2023-08-31 05:25:00,1.09275,0,Long,Closed,48,0.000250984032629639
643,2023-09-01 00:15:00,1.08408,1,Long,Closed,19,0.0002288798926926104
644,2023-09-01 04:35:00,1.08463,1,Short,Closed,105,0.00024701894957418333
645,2023-09-01 06:05:00,1.08444,1,Long,Closed,61,0.00023108553526401038
646,2023-09-01 08:20:00,1.0847,1,Short,Closed,51,0.00017344777788491343
647,2023-09-01 09:15:00,1.08418,1,Long,Closed,140,0.00023857461799897984
648,2023-09-01 10:20:00,1.08476,1,Short,Closed,244,0.0003861430247565781
649,2023-09-04 00:05:00,1.07753,1,Long,Closed,11,0.00015301520230046975
650,2023-09-04 00:50:00,1.07766,1,Short,Closed,122,0.00013832564504177852
651,2023-09-04 01:05:00,1.07751,1,Long,Closed,47,0.0001585318666752068
652,2023-09-04 04:05:00,1.07796,0,Short,Closed,87,0.00015424914350798189
653,2023-09-04 07:30:00,1.07818,1,Long,Closed,28,0.00015831241403957245
654,2023-09-04 08:15:00,1.07875,0,Short,Closed,50,0.00015666835223895038
655,2023-09-05 00:05:00,1.0790899999999999,0,Short,Closed,9,0.00010048451501049335
656,2023-09-05 00:25:00,1.07927,1,Long,Closed,4,0.00012551406271383794
657,2023-09-05 01:30:00,1.0796999999999999,1,Short,Closed,13,0.0001051253659577358
658,2023-09-05 02:15:00,1.07939,0,Long,Closed,26,9.95801969529861e-05
659,2023-09-05 04:10:00,1.07919,1,Short,Closed,79,0.0001443058609711688
660,2023-09-05 05:00:00,1.07888,1,Long,Closed,126,0.00022485262478223316
661,2023-09-05 07:55:00,1.07906,1,Short,Closed,83,0.00018256938204881754
662,2023-09-05 08:50:00,1.0784,0,Long,Closed,132,0.0002050524504145735
663,2023-09-06 00:55:00,1.0723,1,Short,Closed,26,0.00014541420650771518
664,2023-09-06 03:25:00,1.07225,0,Long,Closed,74,0.00016061198603564372
665,2023-09-06 06:10:00,1.07296,1,Short,Closed,53,0.00025386120959840013
666,2023-09-07 01:35:00,1.07254,1,Short,Closed,35,0.00013035704062164962
667,2023-09-07 02:25:00,1.07239,1,Long,Closed,22,0.00010640118547009317
668,2023-09-07 04:30:00,1.07253,0,Short,Closed,75,0.00019782645444057007
669,2023-09-07 08:15:00,1.07187,1,Long,Closed,42,0.00018395801500281574
670,2023-09-07 09:20:00,1.07215,1,Short,Closed,118,0.00026923158468508993
671,2023-09-07 10:45:00,1.07139,0,Long,Closed,152,0.0003815270609950112
672,2023-09-08 01:10:00,1.06974,1,Short,Closed,32,0.00011087774722705016
673,2023-09-08 02:10:00,1.0695999999999999,1,Long,Closed,18,9.369954277079313e-05
674,2023-09-08 04:10:00,1.07124,0,Short,Closed,127,0.00024256338300151814
